Flag[P] (PUSH),Flag[S] (SYN),Flag[.] (ACK),Nombre total de trames,Nombre de request,Nombre de reply,Nombre de sequence,Nombre de acknowledg,Nombre de window
1673,2046,6961,11016,42,42,8201,8768,10766
